pool_idx;ulasan
415;"Agak gerah walau udah di AC. Banyak kok colokannya …"""
416;Tempatt nongkrong dan kerjaa yanggg enak bangettt . Apalagi sekarang makanannya pada banyakk yang baruuu enak enak semua lagiii . Kalian wajib banget cobain Bakmie Piring Komplit + Udang Keju!!! Combo tergonggg pokonyaa minumnyaa pake Ochaa dahhh dahhh pastiii balik lagi kalo kata aku mahhh.
417;Pelayanan nya baik ramah, harga makanan dan minuman nya standar anak kuliah, mie gacor nya enak, tempat nya juga enak cocok buat nongkrong dan ngerjain tugas
418;"""""""Tempat Nongkrong Nanika adalah surga bagi para pecinta kuliner dan penggemar kopi. Lokasinya yang strategis di pinggir jalan membuat tempat ini mudah diakses dari mana saja. Suasana nyaman dan santai membuat saya betah berlama-lama di sini."""""""
419;Makanan dan minuman nya bervariatif, harganya lumayan terjangkau untuk anak kuliahan, tempat nya juga enak estetik, pelayanan nya sangatt joss
420;Pilihan menu makan dan minumnya banyak, tempatnya cozy buat nongkrong dan kakak- kakak yang melayani sangat ramah. Untuk harga terjangkau kantong pelajar.
421;rekomendasi buat ngumpul dan nongkrong, suananya cukup nyaman. ruangan indoor dan outdoor. harga-harga OK
422;"""Lama bgt jadi makanannya."
423;"Pesen bakmi. …"""
424;"""Makanannya enak"""", minuman nya nyegerin, layanan puas banget trus suasananya juga nyaman"""
425;Mie Gacoan apa ya namanya, si best seller di Nanika Coffee.. cita rasanya enak, porsinya pas, rating 8,9/10 boleh lah.. Minuman non coffee (greentea macha) best juga.. suasananya juga enak buat kongkow bareng mentemen.. waitersnya ramah, penyajian pesanan juga cepat padalah masnya cuma b-2.. ✨
426;"""Tempat bertemakan jepang, space luas."
427;"Varian menu cukup banyak, makanan berat juga banyak. Rasa Minuman & makanan standar. Kurang pas buat yg mau sambil kerja lama bawa laptop krn colokan susah."""
428;Tempat enak, pelayanan bagus dan cepat. Belum selesai pesanan sudah jadi
429;pelayan baik ramah, minuman dan makanqn nya enak enak harga terjangkau pokok nya rekomen banget buat nongkrong disini 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 …
430;Overoll oke aja sich,cuman yg agak ganggu selokkan yg disamping tempat pembuangan...baunya keciuman ampe tempat duduk,mudah2an kedepannya lebih baik lagi
431;Untuk yang suka nuansa Jepang? Atau hobi menonton anime dan membaca manga? Salah satu kafe di Palangka Raya menghadirkan konsep bernuansa seperti tempat nge-chill di Jepang, lho. Namanya Nanika Coffee & Asian Cuisine, berlokasi di Jalan …
432;I ordered ichigo and mie lathup which are the taste light, the ichigo 9/10, basically matcha and not too sweet with fruity aftertaste. Mie lathup for me its 7/10 which is too salty. The services are 1000000/10, super humble and helpfull. Keep it up!
433;Untuk makanan dan minumannya sangat pas untuk kaum muda. Rasa kopi nya dijamin ga bikin nyesel
434;Tempat nongkrong ternyaman & pelayanan yg sangat ramah
435;Juara.. mba dan mas nya ramah dan bersahabat bangettttt... aku suka.. jatohnya nyaman kan.. pertama Dateng trus pengen balik lagiii... Good job ..
436;Tempat nongkrong yg nyaman banget, bergaya jepang. Makanannya enak2. Pas banget buat nongkrong bersama keluarga atau sahabat.
437;Tempatnya nyaman sekali, pelayanannya ramah, makanannya menurut saya secara keseluruhan 9 dari 10 👍 …
438;Lokasi strategis, kopinya nya enak makanan nya enak jugaaa 😍😍😍 …
439;Cafe bernuansa jepang, suka sama mie nya di siniii! Eskrim nya enak dan estetik bgtt😄 …
440;Tempatnyaa enak untuk ngobrol santai dan harga makanan minumannyaa juga terjangkau, lattenyaa recommended, jugaa tidak menunggu lama untuk makanan minumannyaa disiapkan. Good pokoknyaa
441;F&B nya bervariatif dan harga nya terjangkau, pelayanannya juga ramah, temlatnya instagramable ⭐️⭐️⭐️⭐️⭐️
442;kopinya enak saya suka varian cappucino
443;Bagus mantap, barista nya ramah semua murah senyum. apalagi mas² gondrong ama mbak² gemoy
444;Tempat nya nyaman banget buat nongkrong ada indor dan outdor dan makanan nya enak banget dan kopi susu Geisha nya enak banget.
445;"""pelayanan nya ramah bgt, suasananya jga cocok buat  anak"""" introvert atau nugas, the best lahh👍🏻👍🏻 …"""
446;Tempat nya enak, makanan dan minuman nya juga enak, pokoknya cocok untuk tempat bersantai!
447;"""Harga nya Murmer worth it lah buat nongkiii dsniii..."
448;"Makanannya enak 😍😋 …"""
449;Enak bgt, harga sesuai kantong mahasiswa, makanan enk bgt, minumnya apa lagi
450;Varian minumannya banyak, kaka” yang di kasir juga ramah” makanannya juga buanyakk bangett pilihannya, pokonya the bestt dehh🤧🤧🫰🏽🫰🏽🫰🏽🫰🏽 …
451;Pecinta mie wajib nyobain sihh.. enak banget 😭✨🫶🏽. Kopi susu nya juga juaraaa …
452;Tempat nya mudah di cari, pelayanan nya cepat, ramah dan harga nya terjangkau
453;Enak banget mantap
454;Nqnika jadi tempat nongki barang teman dari awal buka jadi nanika jadi salah satu basecam
455;Cantik, enak, seger
456;Minuman dan makananya enak banget, ichigo fav bgt
457;suka banget sama coffee beernya 💜💜 …
458;enak buat nongkrong sama temen2
459;Kopi geishanya juaraa
460;❤️❤️❤️
461;Working space area, colokan, wifi 👍 …
462;Tempat yang nyaman mengerjakan tugas🫶🏼 …
463;Tempat kongkow dan Snack nya enak abis..🥳🥳🥳 …
464;Teman nya nyaman untuk berbincang
465;makanan ga datang, lama, tau tau abis stoknya
466;nyaman bgtt disinii!!
467;suasananya enak, pelayanannya bagus..
468;Good vibes ✨
469;Buat yg pngen ngobrol santai di cobain dah
470;Tempat ny pw
471;mantullll gengsss
472;dimsumnya enak
473;Good Place.
474;Muantabz benget
475;karage mayo nya yang terbaik👍🏻 …
476;"""Tempat suasananya cozy, dan untuk menu banyak pilihan dan serta rasa nya enak"""". Untuk buka sampai 24 jam, bisa untuk mengerjakan skripsi, mabar dll. Apalagi saat nobar mantap. Live musiknya juga oke"""
477;"""tempat nongkrong santai kumpul kumpul sama gerombolan sampai lewat tengah malam.."
478;"Kopinya Enak...👍👍👍 …"""
479;Tidak sesuai judul cafenya,night waltz 24jam,saat kedtgn sy senin malam,suasana outdoor kosong pengunjung,indoor ada 1 meja arisan mgkn&kami berdua saja,tidak ada musik yg dimainkan,live music jg tdk ada.Ambience cafenya ga dapat. …
480;tempat bagus, live musik ok, cuman perlu banyak stok makanan deh...roti bakar dipesen habis 🤭 …
481;Di malam minggu selalu ramaii, makanan dan kopi nya enakk 👍 …
482;tempatnya nyaman, tersedia indoor maupun outdoor, banyak varian menu, mulai dari coffe, non coffee, shake, juga ada banyak pilihan snack. tentu saja rasanya tergolong enak ya. untuk harganya bagi saya masih cukup diatas rata-rata. tampilan makanan dan minumannya juga oke. kualitas rasa boleh dipertahankan. pelayananan juga oke.
483;Cafe yang ada live music yang asik, ramai, banyak muda mudi kongkow disini apalagi saat malam weekend, lokasi sangat strategis, area premium dekat dengan minimarket, parkir luas, sebelah kantor Perum Bulog Kalimantan Tengah
484;Keren si owner milih tempat ini, strategis dan dibuat design cafe kekinian. Menunya juga seperti yang sudah hit di banyak cafe. …
485;Tempatnya cozy, di dalam ada sofa empuk + ac, diluar ada live music tinggal pilih.. untuk menu td pesen NW mie - cireng bumbu rujak - leci float - kiwi mojito - mentai dimsum habis di 132ribu.. untuk makanan minuman rasanya standar aja
486;nyaman buat yang suka keramaian dan kebisingan dari music live
487;"""Cafe 24 jam yang lokasinya strategis."
488;"Vibes malam sama siang jujur beda, kalau malam penuh kalau siang lebih enak buat …"""
489;Pesanan no 60 pesan jam 12 malam belum d sediakan sampai 1 jam menunggu,pelayanan kurang baik dan terlalu lama menunggu,kondisi cafe saat itu tidak rame,ada diskomukasi atara antar karyawan.tolong di tingkatkan kedepannya.
490;hingga saat saya update review hari ini (6/8/2023), coffeeshop ini menjadi salah satu yang buka 24 jam.. jadi saat anda tiba-tiba ingin ngopi setelah tahajud atau ba'da shalat subuh, bisa jadi opsi
491;"""Salah satu tempat nongkrong di Palangkaraya,"
492;Ada ruangan AC dan Non AC
493;"Ada tempat Nobar …"""
494;pesanan nya LAMA BANGET DATANG, ya wajar dong nanya pesanan nya sejam lebih belum dateng, padahal tempat nya sepi kocak, waktu di antar muka mbanya cemberut terus makanan nya di lempar!?!?!? MANA GA ENAK LAGI
495;Kerja kelompok selalu kesini, pengunjungnya juga rame, hidangan juga minuman enak semua good night waltz coffee
496;Night Waltz punya suasana yang nyaman banget buat nongkrong sama teman. Musiknya juga enak didengar.
497;Salah satu tempat kopi 24 jam yang nyaman kadang juga bisa ada nobar kalo pas lagi ada match besar
498;"""🔸 5 ⭐ overall untuk cafe ini 🤩"
499;🔸 akses masuk sangat mudah karena berada di tepi jalan protokol
500;"🔸 parkir mudah dan dikelola petugas yg ahli …"""
501;Kopi nya fresh dan Chocolate nya enak, lemon tea nya seger. Roti bakarnya gurih dan manis
502;Pesanan lama banget datengnya, pas ditanya malah mbanya nganter sambil judes banget dilempar lagi, trus langsung pergi. Pepek
503;Tempat santai sambil minum kopi dan hiburan live musik.
504;Agak aneh...harganya ada pembulatan .. baru ngeh setelah pesanan ke 2 caramel ....
505;"""Suasana malam hari nya ok banget"
506;Buat ngobrol sm kawan2
507;"Harga standar"""
508;Pelayanan nya lama banget terus mbaknya  judes, masa makanannya dilempar
509;tempat rekomendasi buat para mahasiswa sih kafenya ni. ada colokan dan ada wifinya juga. tempatnya juga enak, ya walaupun suara klakson truk masih terdengar, karna tempatnya di pinggir jalan raya banget. …
510;Night Waltz Coffee menyediakan makanan dan minuman..
511;Tempat nya nyaman di indoor maupun outdoor nya
512;"""Bagus strategis cuman musiknya di malming bising buanget sesuaikan sama nama cafenya dong kan namanya ada kata """"waltz"""" itu kan musik2 tempo dulu ya jenis2 musik dansa, lah ini tereak2 sampe kita ngobrol sm temen2 ikutan tereak2 jg...wedewww..."""
513;"""Minuman cepat disajikan, makanan nya lama sekali.."
514;"Indoor nya ruangan ac tp tetap panas padahal ac nya ada 3"""
515;pesanan datangnya lama nunggu hampir 1 jam. Pas konfir 2 kali lagi lagi dibuatkan terus katanya. Mohon evaluasi lagi yaa !
516;"""Kopinya endulsss banget, tempatnya cozy juga buat nongkrong malem malem karna kalau siang puanassss pol"
517;"Oh iya kemarin sempat mesan dimsum mentai,tapi zonk banget karna di dalam dimsumnya masih ada jahe utuh yang lumayan gede jdi ngerusak rasa dimsumnya"""
518;Enak banget NW noodle nya, minuman nya waltz coffee sama mocha float favorite ku.. Pelayanannya bagus.. Suasananya enak tiap malam minggu ada live music
519;Good food, fast service, nice atmosphere
520;"""lokasi di pinggir jalan"
521;"buka sampai jam 12 malam …"""
522;Pelayanan sangat ramah waiters nya ganteng² makanan enak semua apalagi minumannya👍🏼 …
523;Pesen kentang goreng, datengnya satu setengah jam! udah diingetin 2x ternyata masih lupa. pas dateng yang dianter kentang goreng yang udah dingin+keras.
524;Tempat yang cocok buat nongkrong. Matcha + Kerupuk basah nya mantap 🙌 …
525;Tempatnya sangat nyaman, terutama outdoornya. Makanan enak dan terjangkau untuk sekelas cafe.
526;@🤣😅🤣😅 …
527;Perpaduan kopi dan susunya pas,  snacknya enak,  tempatnya bagus,  nyaman dan bersih😊 …
528;Nyaman buat santai ngopi atau makan siang saat terik2 nya di luar
529;TOLONG UNTUK PELAYANAN KARYAWAN DIPERBAIKI LAGI  !!!!!!!
530;istri saya suka kopi buatan disini, makanannya lumayan
531;Makanannya enak2 mantap🤤 …
532;Tempat nya nyaman dan enak kopi nya
533;"""Makanan ok"
534;Minuman ok
535;"Atmosphere ok"""
536;Enak banget dan nyaman lokasinya
537;Cocok untuk bersantai menikmati waktu bersama kolega
538;Tempatnya asyik
539;Tempatnya kerenn... Cocok untuk santai..
540;Enak, snack murah murah, pelayan ramah
541;Tempat santai dan melepas penak bekerja yang sangat baik.
542;Cocok untuk memgopi ya
543;Tempat nobar katanya
544;Tempat nya keren dan santai
545;fayz fishing adventure pernah kesini
546;Niceee
547;Suka
548;Untuk makanan menurutku segar.. kalau kopinya oke..
549;My first impression of Vertiga is that this coffee shop knows what good food and drinks are! I love the Beef Teriyaki and Tahu Cabe Garam! The place is super cozy and also great for a Digital Nomad like me. Highly recommended! (Bonus: The baristas are so friendly! Lol)
550;tempatnya enak dan nyaman. buat makanan nya enakkkk bgt dengan harga yg sangat worth it
551;Makanan, minuman, suasanya, mayoritas nyaman dan enak2 semua, apalgi kalo duduk di dalam,di sofa, PW banget, tempat ngopi yang suasanya PW, buat pribadi lebih suka tempat ngopi yang begini, dari pada duduk di semen2 krikil , udah semennya …
552;"""Minuman sama makanannya enak"
553;Parkirannya luas, cafenya juga luas
554;"Minusnya kalau malam kadang agak berisik banyak yang main game🥲 …"""
555;"""Semua okeeeeeee."
556;Pas dtg kesini pertama kali nyoba2 sihhh.
557;"Alhamdulillah ga menyesal. …"""
558;Makanan nya enak enak semua, layanan ramah dan paling utama tempatnya nyaman banget apalagi buat ngerjain tugas kantor atau tugas kuliah
559;Cozy, dingin ac nya 3🤌 Makanannya juga enak enak …
560;makanan nya enak, terutama singkong nya. Pelayanan nya bagus, mbak mbaknya ramah.
561;Pelayan nya bagus , ramah , bersih . Sangat recommended buat teman² yang ingin santai sambil nongkrong atau ngerjain tugas kuliah yang ga kelar² dan desakan bos² deadline yang mepet haha
562;"""Kurang suka dengan menu makanananya."
563;"Suasana cukup bagus"""
564;Cafe favorit saya di Palangka Raya sih ini, soal makanan juara pokoknya
565;Kopi enak ga bikin kembung
566;"""Ayam wokunya enak, bumbunya berasa, wangii."
567;"Banana roll nya juga enak, tapi sayang gahabis makannya waktu itu karna ada rambut dalam pisangnya😭 padahal masih mau makan, sayang juga ga sempat komplain langsung …"""
568;tempatnya nyaman dan makanan minuman jg enak, untuk harga pas aja kok, layanannya ramah..
569;Tempatnyaa enakk,paling suka minuman queen brulee,kakanya juga cantik bgt🫶🏻 …
570;Tempat nyaman untuk nongkrong dengan teman. Makanan cemilan enak. Kopi nya juga mantap.
571;"""Makanannya enak semua, tapi maaf ya tukang parkirnya sangat tidak ramah. Tadi siang saya makan siang disana, ketika pulang, keluar parkiran dibentak tukang parkir """"lain kali jangan parkir disini! Banyak macamnya!"""" …"""
572;Lokasi cukup strategis yang dekat dengan jalan Galaxy dan universitas palangka raya. Parkir sangat luas dan menu yang ditawarkan cukup banyak. Untuk harga standar saja tetapi suasana cukup nyaman, ada banyak stop kontak sehingga bisa digunakan untuk kerja atau mengerjakan tugas kuliah.
573;tukang parkir kurang memperhatikan motor yang ada di parkiran, motor teman saya jatoh lalu ga bisa hidup sampai sekarang. Tolong lebih di perhatikan akan pertanggung jawabnya
574;kopiver 2.0 cocok buat yang butuh caffeine supaya ga ngantuk🤩 …
575;Enak dan cozy tempatnya cocok buat ngerjain tugas
576;Minumannya enak banget, matcha asik
577;"""Walau saya baru pertama kali berkunjung ke tempat ini, luar biasa pelayanan yang saya dapatkan."
578;"Menu yang ditawarkan juga banyak macam ragamnya. …"""
579;Tempat terenak, yang memiliki makanan dan minuman paling mantap yang pernah dicoba
580;Tempatnya nyaman ada indoor dan outdoor, parkir luas, makanannya enak, bisa sambil nugas
581;Tempatnya nyaman bersih, makanan dan minumannya enak²
582;Chiken katsunya enak, klo nongki seru di sini. Ramah juga,
583;Pelayanan nya baik dan tempat nya nyaman untuk bersantai
584;Enak Tempatnya,Harga Terjangkau
585;Tempatnya nyaman banget buat nugas, rekomen banget sih....
586;This is one of young people favorite place, actually one of the best coffe shop. I recommed you to tried their bertiga coffe it price 17k. But if you want strong coffe with double shot espresso yoh can choose the other vertiga meny
587;Wifi disini bagus bgt cuy harga menu-nya cocok lah buat anak kuliahan
588;Tempatnya nyaman dan bersih enk buat nyantai,teman2 wjib bgt ksini hehe
589;tempat nya sangat
590;"""mantap, coffee nya enak rekomended buat nongki rame"""" bareng besti dan kawanan."
591;"follow @hermonkh"""
592;minumannya enak👍tempatnya sangat amat nyaman asik buat nongkrong sama belajar …
593;Lokasinya Enak,nyaman,sejuk,cocok buat healing,harga terjangkau
594;tempat nya bagus, ownernya ganteng ramah suka binatang 🥵🥵🥵 …
595;Tempat nya nyaman, Free Wifi, harga terjangkau, 👍👍👍👍👍😊😊😊 …
596;Tempat yang sangat nyaman untuk berfikir saat dunia mulai enggak baik baik saja
597;niceeee
598;Lokasi bersih, kopi mantab, suasana nyaman
599;Tempatnya nyaman,minumannya enak
600;Nyaman untuk tempat nongkro dan garap tugas..
601;Tempat nya enak dalam berdiskusi tentang universe
602;tempat nya sabi buat nongkrong sama work spaces
603;kk2 disni ramah2 bgt tmpatnya enk huhu
604;Tempatnya enak dan pw bgt!!!!
