ulasan;label
Pesan apa dikirim apa, terus tidak ada tanggung jawab;negative
Khas chinese berasa disini. Kata teman seperti di Kalbar. Untuk makanan dan minuman halal;positive
kada suka lwn pelayannya🤣 …;negative
Buat yang takut nanti ketinggalan ibadah sholat, tenang aja. Kedai ini sangat dekat dengan masjid, jadi kalau waktu sholat tiba kita akan tahu. Dan bisa melaksanakan sholat dengan segera.;positive
Baru kali ini sih, gak nyangka seburuk itu.. cafe latte di sajikan pakai cup.. parah2.. di mana2 cafe latte sajikan pakai gelas boss.. kalau cup ya itu kopi gula aren.. di tanya paling recommended apa jawabnya juga gula aren.. halo2 . …;negative
saya suka toilet nya.. tetap pertahankan kebersihan ya;positive
kesini utk nyuci mobil, jd sekalian nongki. tahu bakso dan es kopi tiada taranya lumayan enak. tapi nungguin cucian mobilnya slsai lama sekali 😂 …;neutral
Itu tempat yang bagus tapi agak mewah;positive
ini minuman green tea nya emg beda gini ya anatara takeaway sama dine in? rasa nya juga beda, mesen nya padahal cmn beda beberapa menit aja;negative
Suasana nya asyik, untuk pastri nya karna udah dingin jadi rasa nya biasa aja, minuman nya udah ok.;negative
"Dengan tatanan Desain interiornya berasa lgi ngafe di Kota Kembang.. 😬
gayanya gak monoton kyk kebanyakan cafe di kota ini. Setiap sudutnya instagramable. …";positive
"1 Kata aja ya.
""PERFECT!";positive
Cukup ramai dikunjungi;neutral
pelayan nya jahat pelit gamau meminjamkan ces hp;negative
Rame banget,untung2an bisaa dapet tempat duduk,tp klo take away juga oke kok..jatuh cinta sama black latte nya,cuma disini yg punya menu itu 👍🥰 …;positive
berawal dari kawan ku yang berinisial Ghifari suka dan jatuh hati sama mbak yang pake jilbab, entah barista atau casher nya. jadilah kami kemari di malam hari yang sunyi tiada bertepi. yang laris disini kopi v60 nya. kami sempet pesen, tapi …;neutral
"Cuci mesin mobil dapat mencegah kerusakan mesin"""" dan """"Cuci mesin mobil dapat memperpanjang umur mesin"""". …";neutral
Ini yg kesini kan anak gue, knp masuknya ke maps gue sih. Btw enak makanannya tp kopinya masih agak pahit ya pdhl pesan yg creamy;neutral
Harga overprice untuk sekelas kue tart,persis banget kue tart di toko toko biasanya harusnya dgn harga sgtu,saya kira ada sesuatu di unggulkan dari kue nya ternyta sama aja dgn kue tart biasany,tempat sempit banget mau fto fto g bisa …;negative
Owner-nya ramah, parkir untuk mobil kurang tersedia;neutral
"Suasana malam hari nya ok banget
Buat ngobrol sm kawan2
Makanan minuman lumayan ok lah
Harga standar";positive
harga standar;neutral
Sip... Sesuai harga...;positive
Bakmie nya enak tpi menurut saya kurang kuat tastenya, recommended yang varian mie karet dengan topping ayam jamur. Oreo Cheesecake nya juga legit, full cheese👍🏻 …;positive
Pelayananx lumayan cepat;positive
Bersih;positive
"Sementara gedang sayang dan risolnya juara ...
Diantara tempat coffe lainnya";positive
Dari order ( dine in ) sampe ready minumannya 1 jam 😭 , gojek & grab datang silih berganti & antriannya bareng dgn yg dine in , jujur 1 jam lama banget apalagi klo cuma pengen sekedar nongki & ngopi yg gak berlama2 🙏 , semoga bisa ditingkatkan pelayanannya biar bisa lebih cepet gak sejam …;negative
Pelit listrik;negative
Tempatnya nyaman, tapi kopinya b aja;neutral
Lumayan nongki asekk bersama keluarga 🙏🏻 …;positive
Untuk makanan oke tempat oke cman tempat sholat nya ga di bersihin itu aja si yang lain aman;neutral
Ayam lada hitam enak;positive
"9/10/23
Pertama kali kesini nyobain ayam gogo yg kata tmn² aku enak. Ternyata beneran enak ayam nya empuk👍🏻 …";positive
Suasana atmosfer tempatnya sangat nyaman, tapi sayang pesanan kentang aja datangnya sejam;neutral
Pelayanan nya GK ramah, toxic;negative
"suka dg vibesnyaa.. lokasi di jantung ibukotaa..
harga murce ajaaa.. …";positive
Pelayanan bagus, sayang hiruk pikuk bisingnya dari jalan raya terkadang mengganggu pembicaraan dengan Relasi.,;neutral
Tempatnya enak bgt buat nongkrong, tapi antriannya ituloh 😭 …;neutral
"kopi nya enakk pas banget di lidah akuu
ngga terlalu manis atau pahitt udah beberapa kali ke sini rekomen banget dehh palayanan nya juga ramah ramahh";positive
jujur suka banget sama makanan di MM karena udh pernah ngerasain semua menu di MM dan ga ada yang pernah ngecewain dgn rasanyaaaaa layanan nya juga sanagat memuaskann🤗🤗🤗🥰🥰🥰🥰🥰🥰🥰 …;positive
Ini cafe terbaik sih dari segi menu dan pelayanan, kalau kesini wajib cobain menu coffe keganangan banar sama ayam betutunya sumpah ini menu terbaik, kalau mau yang noncoffe lecy tea jadii, snack nya masih hangett, nah agak kurang di tempat …;positive
Beli kopi segelas nongkrongnya 3 jam, anjay.;neutral
hal atas;neutral
Tempatnya nyaman, menunya terjangkau, parkiran cukup luas, tapi sayang toiletnya rusak;neutral
so far cukup comfy si walau masih under construction. pengen ke sini karena kepo banget sama bakmie n pisang goreng caramelnya, when i tried it, it tasted good as i expected 🤤 utk yg muslim jg adanya mushalla merupakan nilai ++ bgt biar memudahkan yg ingin beribadah tanpa hrus ribet buru buru ngejar waktu …;positive
Ruangan di dlm panas ,AC nya kurang dingin;negative
Tempatnya sangat nyaman, instagramable juga. Untuk harga agak lumayan sih, tapi yg menurut saya kurang yaitu gak ada makanan berat hehehe tapi ya emang cafe ya tempat nongkrong sihh ga makan berat, tapi alangkah enaknya kan kalo nongkrong bisa sambil makan nasi 😅😅 …;neutral
Minumannya enak tapi Wifinya jelek. Aku ngetes pakai 2 hp ku gabisa join wifi mungkin karna banyak orang. Syukurnya di laptop bisa. Kalo bisa dinaikin lagi Mbpsnya dan Outdoor perbanyak lagi colokan biar orang yg WFC+smoker bisa kerja di caffe ini.;negative
Coffe di Kafe ini hhmmm luar biasa, aroma yang khas, Nikmat dan yang lebih utama Kafe ini sudah menerapkan Protokol Kesehatan;positive
"First impression nyoba ngebrunch cantik disini.

Tempatnya luas dan rame. Ketemu banyak orang2 yang skripsian dan orang kantoran. …";positive
"*Coffee Shop dg konsep yg otentik
*Manual proses lebih menekankan ke jati diri dan knowledge mereka ..bukan kaleng- kaleng ⭐ …";positive
Penyajian makanan gk lama;positive
Sedikit pricey, wifi cepat, cocok buat mahasiswa skripsian;positive
Lumayan lah😊👍 …;positive
"klo malming rame bgt sampe g ad tmpt bt nongki
tmpt ini sangat recommended bgt
snack ny murah, minuman ny juga murah";positive
Tempatnya sekarang keliatan lebih teduh, disini suka carmela dan green tea nya;positive
Satu yg gak suka,,,dengan pelayan yg 1 lagi,,,,klau yg pakai kaca mata hidangannya rasa nya pas banget,,,makanan tergantung yg buat;negative
"Tempatnya bagus, adem, cocok buat wfc
Minumannya sama makanannya enak enak semua 👍🏻
Kemaren ada free infus water
Rekomended🙌🏻 …";positive
Rekomended;positive
Rekomended;positive
Rekomended;positive
Rekomended.....;positive
Tadi jam 8 pagi kesana. Ternyata masih prepare :(;negative
Makanannya enakkkk semua! Tahu waliknyaaa rekomennnnnn;positive
Makanan disini sama minumannya slalu enak² bing² tidak pernah mengecewakan.. tempat n suasananya pun nyaman serasa di rumah 😘 …;positive
Mengajarkan kepada anak mengopi sejak dini;neutral
mie nyemeknya🤤🤤 …;positive
Bagus... tapi saya lebih suka ngopi pakai cangkir..;neutral
Wifinya kencang👍🏻 …;positive
Sangat memuaskan dlm pelayanan nya. tdk ngantri lama;positive
Lumayan bisa bersantai;positive
Mienya lumayan enak. Untuk minuman yaa tergantung selera lah, lumayan enak jg kok. Tempatnya bagus tapi karena dekat banget dengan masjid, biasanya di jam² tertentu bakal kedengaran nyaring banget suara dari masjidnya.;neutral
Enak banget makanan di sini, tapi paling suka ayam betutu sihh;positive
Ingin Rasanya memeluk mu seerat mungkin;neutral
Minuman Eskole rasanya agak aneh menurut saya, espreso dengan jus nanas menurut saya rasanya kurang masuk jadi aneh;negative
Suka kue-kue yang dijual di sini👍🏻 …;positive
Menurut saya lebih baik smoothie yang pakai gelas kaca, kopi pakai cup plastik 😄😉 …;neutral
Cafe ini beralamat di jalan RTA Milono Palangka Raya, bertepatan di sebelah kantor BULOG. Cafe ini buka 24 jam dan cocok sekali buat nongkrong bersama teman-teman.;positive
Banyak makanan berat,cocok buat ngisi jam makan sianga🫶🏻🫶🏿 …;positive
Sudah langganan disini, menurut saya coffe dan makanannya enak2.. untuk harga standar. Dan menunggunya juga tidak terlalu lama 👍 …;positive
Ntah yg mana yg benar;neutral
Cafe yang cozy ditambah lagi lokasinya ada gap dengan pinggiran jalan raya jadinya tidak berisik... Terus untuk pilihan menunya termasuk berlimpah. Mulai dari Minuman, Snack sampai Makanan berat. Yang wajib dicoba disini adalah mocktailnya. …;positive
"Tempatmya strategis di pinggir jalan
Pesen indomiee dan itu enakk bangett hihi";positive
cuci mobil;neutral
No musik,tenang cucok utk kerja,porsi makananny gede n hemat ada promo bundling everyday 1 maincourse n 1 minuman varian tea;positive
Enakkkk!🥹🫵🏻 sayangnya gabisa nyobain banyak menu karna stay di palangka ga lamaa:( …;positive
Tmpat santai yg selalu rame...kadang ngantri cuman untuk tempat duduk...kalo bisa sih..ada kenopi lg..atau soalnya sering hujan;neutral
Kurang otentik rasa kopinya kurang enak dan harga tergolong mahal,tempatnya nyman enak buat nongkrong;negative
untuk makanannya enak semua, kopi susunya enak poll, tapi untuk pelayanannya kurang ramah/senyum tidak jutek semoga kedepannya bisa lebih baik lagi pelayanannya.;neutral
"Kopi lumayan enak
Tempatnya bagus
Ada live musik juga";positive
Jangan lupa coba pasta tek tek;positive
Enak bngt sie, kalau mau mampir malem mikir 2 kali tapi..., rame bngt;positive
Baik;positive
Baik;positive
Ibunya baik;positive
Lumayan buat nongki;positive
Suka sama toast mereka, selain itu tempat lumayan luas.;positive
Jadi tempat nyantai yang hampir mirip sama pontianak;positive
Cm buat nongkrong2 anak2 muda di palangkaraya..;neutral
Pelayanannya kurang banget;negative
Anda bisa;neutral
makanan lumayan enak;positive
Makanan dan minumannya favorit sih. Saya dan istri pesan makanan berat dan sesuai dg ekspetasi kami, yaitu enak. Kopinya sy pesan kopsu gula aren, sedikit strong. Tapi still good..;positive
Suka suka 😊😊 …;positive
Americano nya termasuk yg direkomendasikan di Palangkaraya.;positive
lama bgt, ga recomend mending cari tempat lain,;negative
Cafe ini menyajikan porsi yg besar, that's great! Paling mudah diingat kalau cari porsi yang banyak ya Oregano the answer. Aku pesan es teh, lalapan dan rujak dan semua nya disajikan dalam porsi yg besar. Lalapan nya enak karna sambal nya …;positive
Pengambilan butuh waktu lama untuk pembuatannya;negative
Awalnya mengira ada yg hot cofee, ternyata es semua, tapi oke koq...apalagi life musicnya, suaranya ajib;positive
"Tempatnya ciamik
Parkirnya luas banget👍🏻
Baru sekali sih kesitu jd belum eksplore semua snack n drink nya …";positive
Cafe nya bagus cuma cucian nya lama antri;neutral
Minumannya enak cuma lmaaaaaaaa sekali dibuat,,, jdx banyak waktu terbuang;neutral
Salah satu tempat ngopi favorit di kota ini. Sayang nya sering penuh, dan panas banget kalau jam siang ke sore gitu.;neutral
makanannya enak si, tpii harganya mayan dkit bnget lagii, suasananya mantul, tpi wktu itu brisik bnget pls meja sblh, gebrak' mejaa, tapi mantep kok tempatnya apalagi ada gamenya, smngat trs miltie garden🦖💐 …;positive
Rabu 11 september barista shif pagi perempuan rambut panjang. Emang barista fore di palangka nih ada aja gebrakannya ya. Selalu tidak konsisten rasanya, barista lama bgt bkn kopi nya dan terakhir jutek bgt nih barista cewe ini🌛 agak lain dibanding fore lainnya …;negative
Untuk kali ini spaghetti nya kurang matang;negative
Respon positif;positive
"Dengan tatanan Desain interiornya berasa lgi ngafe di Kota Kembang.. 😬
gayanya gak monoton kyk kebanyakan cafe di kota ini. Setiap sudutnya instagramable. …";positive
makanannya enak apalagi pisang goreng madu nya 💯;positive
Overpriced, rasa ok ga istimewa;negative
Pelayanannya LUAR BIASA, waitress nya terlihat enjoy walau kami tahu mereka lelah.. TERIMAKASIH kepada para WAITRESS nya yang sangat ramah & santun melayani costumer.. …;positive
"Beverage : the coffee is too sweet
Snack : you should add the variety of your snack
Place : the AC system doesn't cool down the air and I hope you can  fix that please.";negative
Bintang 4 dulu ya....mudah2an variasi menu lebih ditingkatkan lagi,overoll tempatnya bgus buat bersantai buat semua kalangan tua ataupun muda;positive
jutek bgt mba2 barista yg ga hijaban rambut panjang kecil kurus, jera bgt kesini wkwkwkkw kaya ngemis aja padahal kita beli malah dijudesin wkwkwk jera;negative
Parkirnya luas.. 👍 …;positive
Asik lumayan estetik;positive
